timestamp,open,high,low,close,volume
2024-01-01 00:00:00,42314.0,42603.2,42289.6,42503.5,8459.477
2024-01-01 01:00:00,42503.5,42832.0,42462.0,42647.9,9043.411
2024-01-01 02:00:00,42647.9,42676.9,42530.0,42620.4,4653.067
2024-01-01 03:00:00,42620.5,42630.0,42270.0,42369.8,8119.88
2024-01-01 04:00:00,42369.8,42439.8,42235.2,42436.6,6356.536
2024-01-01 05:00:00,42436.6,42440.0,42207.9,42272.6,4139.557
2024-01-01 06:00:00,42272.6,42461.3,42239.1,42423.3,3933.019
2024-01-01 07:00:00,42423.4,42536.0,42421.7,42527.0,4455.05
2024-01-01 08:00:00,42527.1,42597.3,42489.4,42588.2,3673.746
2024-01-01 09:00:00,42588.2,42734.2,42570.0,42688.8,5779.875
2024-01-01 10:00:00,42688.8,42795.0,42661.1,42727.7,5806.743
2024-01-01 11:00:00,42727.7,42800.0,42638.0,42727.6,5965.038
2024-01-01 12:00:00,42727.7,42825.2,42651.1,42682.0,6380.463
2024-01-01 13:00:00,42682.0,42787.5,42647.9,42753.9,3269.775
2024-01-01 14:00:00,42753.8,42755.8,42614.5,42645.6,5333.959
2024-01-01 15:00:00,42645.5,42887.5,42617.6,42818.0,8176.63
2024-01-01 16:00:00,42818.0,42898.9,42693.1,42759.7,7126.615
2024-01-01 17:00:00,42759.7,42860.8,42734.8,42847.0,3411.019
2024-01-01 18:00:00,42847.0,43268.0,42847.0,43148.0,18895.526
2024-01-01 19:00:00,43148.0,43593.2,43133.3,43556.2,17037.283
2024-01-01 20:00:00,43556.2,43915.5,43548.5,43753.3,23648.197
2024-01-01 21:00:00,43753.2,43853.0,43531.8,43679.8,10536.944
2024-01-01 22:00:00,43679.7,43723.8,43426.0,43583.9,6632.907
2024-01-01 23:00:00,43584.0,44266.0,43583.9,44230.2,25589.427
2024-01-02 00:00:00,44230.3,45376.0,44200.9,45179.8,59371.002
2024-01-02 01:00:00,45179.7,45485.7,44750.0,44926.3,33741.976
2024-01-02 02:00:00,44926.5,45428.0,44926.5,45420.0,18557.82
2024-01-02 03:00:00,45420.0,45565.0,45167.3,45435.0,18878.543
2024-01-02 04:00:00,45434.9,45484.4,45193.1,45211.7,11326.594
2024-01-02 05:00:00,45211.5,45366.0,45153.0,45218.2,7931.571
2024-01-02 06:00:00,45218.2,45346.2,45163.9,45202.9,5712.13
2024-01-02 07:00:00,45202.9,45832.8,45202.5,45495.5,21647.544
2024-01-02 08:00:00,45495.6,45905.9,45365.0,45816.8,27098.848
2024-01-02 09:00:00,45816.8,45950.0,45667.7,45730.5,14217.371
2024-01-02 10:00:00,45730.0,45772.8,45478.0,45655.7,13818.668
2024-01-02 11:00:00,45655.7,45767.6,45258.0,45486.8,17990.732
2024-01-02 12:00:00,45486.8,45655.0,45323.2,45355.1,15529.751
2024-01-02 13:00:00,45355.1,45760.0,45316.4,45686.3,14990.782
2024-01-02 14:00:00,45686.2,45850.0,45026.0,45293.6,35837.352
2024-01-02 15:00:00,45293.5,45359.9,44868.1,45215.0,32589.488
2024-01-02 16:00:00,45215.0,45449.2,44918.0,45393.4,20683.503
2024-01-02 17:00:00,45393.4,45423.5,44979.9,45001.2,12326.341
2024-01-02 18:00:00,45001.3,45308.4,44969.6,45189.0,10881.297
2024-01-02 19:00:00,45188.9,45286.9,44783.3,45073.2,15774.741
2024-01-02 20:00:00,45073.3,45223.1,44762.4,44825.2,15030.281
2024-01-02 21:00:00,44825.1,45155.0,44598.0,45155.0,16920.986
2024-01-02 22:00:00,45154.9,45338.9,44871.0,45006.7,11592.184
2024-01-02 23:00:00,45006.7,45083.1,44818.1,44979.8,7349.018
2024-01-03 00:00:00,44979.7,45250.7,44895.8,45168.1,9891.172
2024-01-03 01:00:00,45168.0,45379.2,45134.2,45347.8,6424.363
2024-01-03 02:00:00,45347.8,45463.5,45251.7,45312.7,7116.849
2024-01-03 03:00:00,45312.6,45346.8,45188.0,45297.8,3817.468
2024-01-03 04:00:00,45297.8,45309.7,45144.0,45218.8,4135.829
2024-01-03 05:00:00,45218.8,45330.0,45150.0,45200.0,4979.685
2024-01-03 06:00:00,45200.0,45405.3,45185.0,45362.7,5647.505
2024-01-03 07:00:00,45362.8,45423.0,44960.0,45030.4,12284.417
2024-01-03 08:00:00,45030.5,45240.0,45023.7,45224.1,9080.312
2024-01-03 09:00:00,45224.1,45582.3,45207.5,45378.7,14623.762
2024-01-03 10:00:00,45378.6,45420.9,45061.0,45175.7,11079.822
2024-01-03 11:00:00,45175.7,45205.3,43500.0,43728.9,83422.364
2024-01-03 12:00:00,43728.9,43738.8,40333.0,42795.8,174460.87
2024-01-03 13:00:00,42795.8,42827.1,42310.4,42545.7,33891.828
2024-01-03 14:00:00,42545.7,42546.4,42062.7,42204.1,27239.337
2024-01-03 15:00:00,42204.1,43049.9,42194.2,43014.0,33681.973
2024-01-03 16:00:00,43014.0,43595.9,42800.0,43009.2,49301.886
2024-01-03 17:00:00,43009.1,43049.8,42595.0,42914.5,19937.512
2024-01-03 18:00:00,42914.5,43064.9,41920.0,42267.6,26553.799
2024-01-03 19:00:00,42267.6,43040.0,42163.9,42600.4,25853.536
2024-01-03 20:00:00,42600.4,42850.4,42517.6,42724.5,8773.483
